time,open,high,low,close,tick_volume,spread
2026-02-22 20:38:28.023842,63726.155652916554,64009.828263143536,63770.18556211266,63834.97224740892,1563,9
2026-02-22 20:43:28.023842,63845.64213303711,63934.51368096836,63700.89737865362,63856.31201866529,1659,1
2026-02-22 20:48:28.023842,63871.7559120456,63911.84930920375,63798.58925826794,63887.19980542591,710,4
2026-02-22 20:53:28.023842,63883.55835800951,63901.78042263752,63802.660093825485,63879.91691059311,1203,4
2026-02-22 20:58:28.023842,63770.42994364489,63753.88889600312,63617.76820313026,63660.94297669667,836,7
2026-02-22 21:03:28.023842,63660.060489878204,63709.07900649051,63653.15607249204,63659.17800305973,2083,1
2026-02-22 21:08:28.023842,63663.2656423802,63696.83266743363,63653.05098517993,63667.353281700656,1584,5
2026-02-22 21:13:28.023842,63809.45145652134,64115.915376801466,63910.51867096085,63951.54963134202,404,6
2026-02-22 21:18:28.023842,63941.11924477859,63978.684110512986,63816.45318582379,63930.68885821515,1748,1
2026-02-22 21:23:28.023842,63948.68354458739,64010.62732299599,63876.65786775859,63966.678230959624,350,8
2026-02-22 21:28:28.023842,63965.3195696577,63971.20761171184,63917.424242542394,63963.96090835578,2072,6
2026-02-22 21:33:28.023842,63897.39197556277,63877.48135648199,63815.73788519222,63830.82304276976,575,9
2026-02-22 21:38:28.023842,63897.18283323283,63988.73678290781,63928.30210521014,63963.5426236959,1805,5
2026-02-22 21:43:28.023842,64007.499109404904,64077.25093345766,63995.66821265354,64051.4555951139,1146,4
2026-02-22 21:48:28.023842,64097.729581019026,64314.74708802782,64136.29347592763,64144.003566924155,584,1
2026-02-22 21:53:28.023842,64092.18833127917,64189.33391139897,64034.81201547038,64040.37309563418,625,2
2026-02-22 21:58:28.023842,64121.969211537966,64292.73398210177,64181.80715973434,64203.56532744175,411,8
2026-02-22 22:03:28.023842,64123.30441220393,64118.57751539941,64011.36696107399,64043.0434969661,1994,4
2026-02-22 22:08:28.023842,64077.528185690775,64235.886551333046,64066.70187896734,64112.01287441545,1236,3
2026-02-22 22:13:28.023842,64239.29709756735,64411.39219988572,64338.95909628833,64366.58132071925,851,7
2026-02-22 22:18:28.023842,64309.89327751346,64269.874159652994,64135.92035805689,64253.205234307665,58,3
2026-02-22 22:23:28.023842,64221.11600317161,64221.89183997173,64173.19773022613,64189.02677203556,1097,7
2026-02-22 22:28:28.023842,64195.426171941464,64243.650260063616,64155.36637033819,64201.82557184736,1159,5
2026-02-22 22:33:28.023842,64173.388542698056,64145.8322642424,64123.56054503867,64144.95151354876,2360,8
2026-02-22 22:38:28.023842,64056.19549240898,63984.92478738339,63899.07998338587,63967.43947126921,1317,6
2026-02-22 22:43:28.023842,63972.02669273726,64065.55587144338,63867.776639886804,63976.61391420531,1940,3
2026-02-22 22:48:28.023842,63916.14457172112,63886.038042066,63768.293694073596,63855.67522923692,1859,3
2026-02-22 22:53:28.023842,63883.543349217754,63962.14899830625,63887.923387050934,63911.411469198596,1963,8
2026-02-22 22:58:28.023842,63859.20774004719,63828.50903942487,63804.911319110804,63807.00401089578,1711,5
2026-02-22 23:03:28.023842,63896.775148737506,64153.68842149522,63939.118985420384,63986.546286579236,778,9
2026-02-22 23:08:28.023842,63942.11113268627,63936.664302756566,63873.72606763544,63897.6759787933,1999,3
2026-02-22 23:13:28.023842,63879.79887485626,63872.399112821935,63800.975527769035,63861.921770919216,1338,2
2026-02-22 23:18:28.023842,63909.35307891405,64051.45303937469,63819.38268043951,63956.78438690889,2403,8
2026-02-22 23:23:28.023842,63886.65106241217,63866.44599536826,63767.37503922316,63816.517737915456,2487,1
2026-02-22 23:28:28.023842,63830.2229764442,63904.06951652447,63825.135701494706,63843.92821497294,1859,1
2026-02-22 23:33:28.023842,63919.76440824589,64017.21453956753,63953.22305714867,63995.600601518825,1707,7
2026-02-22 23:38:28.023842,63903.78786171953,63819.83813869654,63796.8958190672,63811.97512192024,1060,5
2026-02-22 23:43:28.023842,63823.21888844339,64029.741395342884,63755.518514197705,63834.46265496655,922,6
2026-02-22 23:48:28.023842,63850.035328045575,63924.61100748737,63820.00836281585,63865.6080011246,2123,1
2026-02-22 23:53:28.023842,63911.21763209531,64042.480198277546,63955.401595293,63956.827263066014,949,9
2026-02-22 23:58:28.023842,63886.344321983845,63820.47097458074,63771.36609643208,63815.861380901675,2269,5
2026-02-23 00:03:28.023842,63740.74861942266,63674.68414362737,63609.72218366759,63665.63585794364,955,6
2026-02-23 00:08:28.023842,63696.19393960845,63770.25617214508,63633.01457212631,63726.75202127326,665,6
2026-02-23 00:13:28.023842,63744.42747126166,63771.23022980101,63758.5801324613,63762.10292125005,2166,9
2026-02-23 00:18:28.023842,63777.118833215965,63795.6094200519,63738.82887609626,63792.13474518188,1396,1
2026-02-23 00:23:28.023842,63812.66987787197,63865.13834607546,63773.01597973092,63833.205010562066,2119,5
2026-02-23 00:28:28.023842,63794.79912673028,63791.703741568585,63632.435684821496,63756.39324289849,325,2
2026-02-23 00:33:28.023842,63770.36075813255,63799.51161939266,63750.26441915115,63784.3282733666,850,3
2026-02-23 00:38:28.023842,63801.79498575172,63824.781482130275,63748.96111895762,63819.261698136856,914,1
2026-02-23 00:43:28.023842,63778.89500280009,63805.096041707584,63690.949908322575,63738.528307463326,2478,5
2026-02-23 00:48:28.023842,63846.377317743754,63996.4501544071,63906.72284038779,63954.226328024175,1567,4
2026-02-23 00:53:28.023842,63982.15131244251,64148.333354213806,64008.958058673226,64010.07629686084,1791,3
2026-02-23 00:58:28.023842,63942.158678462336,63895.66995541638,63780.13712705889,63874.24106006384,863,9
2026-02-23 01:03:28.023842,63912.64605246473,63978.49045228179,63913.97041072246,63951.05104486561,1569,7
2026-02-23 01:08:28.023842,63895.63989704182,63906.70149707029,63828.005993380066,63840.22874921803,2205,7
2026-02-23 01:13:28.023842,63886.12300798446,63979.85570563255,63828.05637515913,63932.01726675089,2092,7
2026-02-23 01:18:28.023842,63999.39170684028,64104.27517866059,64041.88556962814,64066.76614692968,976,5
2026-02-23 01:23:28.023842,64020.12019379045,64051.903590704685,63945.524985078904,63973.474240651216,2487,9
2026-02-23 01:28:28.023842,64029.63067854359,64137.783165708184,64049.529236748174,64085.78711643597,348,5
2026-02-23 01:33:28.023842,64110.24535555653,64189.46731452901,64076.21753175571,64134.70359467709,2389,2
2026-02-23 01:38:28.023842,64182.83134771607,64278.354128920866,64208.780236195234,64230.95910075504,1565,3
2026-02-23 01:43:28.023842,64341.4405602302,64482.20177279543,64427.54194085803,64451.922019705366,2168,9
2026-02-23 01:48:28.023842,64438.33524174413,64537.83757582174,64241.20561916084,64424.74846378289,351,1
2026-02-23 01:53:28.023842,64381.71814101392,64339.67209543375,64332.582483251805,64338.68781824495,2227,8
2026-02-23 01:58:28.023842,64287.8642228868,64248.51040402595,64149.55220508521,64237.040627528644,632,4
2026-02-23 02:03:28.023842,64190.55195993827,64238.94434806587,64068.10685329958,64144.063292347884,1638,6
2026-02-23 02:08:28.023842,64140.25390399498,64161.677706118135,64091.79752813968,64136.44451564206,1334,3
2026-02-23 02:13:28.023842,64156.78457518648,64226.698717130195,64085.26311373351,64177.12463473089,2460,4
2026-02-23 02:18:28.023842,64193.75221043112,64212.26598684929,64171.789268862594,64210.37978613136,689,3
2026-02-23 02:23:28.023842,64258.86083349619,64412.410425757815,64284.49775472292,64307.34188086102,361,5
2026-02-23 02:28:28.023842,64308.73748996218,64332.95533058905,64289.5908909276,64310.13309906334,135,9
2026-02-23 02:33:28.023842,64395.01731693394,64550.16200105588,64436.33091373249,64479.90153480454,186,7
2026-02-23 02:38:28.023842,64465.191148962156,64515.92685237177,64278.45030085653,64450.48076311977,1431,1
2026-02-23 02:43:28.023842,64609.299939243036,64828.21785119113,64706.08312812401,64768.11911536631,529,4
2026-02-23 02:48:28.023842,64805.25904498373,64882.4804720313,64722.731551851226,64842.39897460116,540,9
2026-02-23 02:53:28.023842,64793.06283769125,64763.45389728809,64737.299816916304,64743.726700781335,2350,4
2026-02-23 02:58:28.023842,64682.032786514304,64652.00366696679,64531.43795137188,64620.33887224728,204,4
2026-02-23 03:03:28.023842,64649.05760920541,64842.58882710141,64642.61713478674,64677.77634616355,442,8
2026-02-23 03:08:28.023842,64665.41771756951,64718.03259253797,64565.420493725345,64653.05908897546,2180,3
2026-02-23 03:13:28.023842,64695.27925098986,64738.70243672606,64646.80836350117,64737.49941300426,1978,7
2026-02-23 03:18:28.023842,64765.73169145042,64819.722777634976,64675.865642644116,64793.963969896584,1874,6
2026-02-23 03:23:28.023842,64790.36512289323,64951.57454755108,64771.97302490854,64786.76627588987,2030,5
2026-02-23 03:28:28.023842,64738.07584947511,64775.439331117595,64577.74806897777,64689.385423060354,2394,5
2026-02-23 03:33:28.023842,64601.955612143494,64550.192553808636,64473.70258070827,64514.525801226635,151,1
2026-02-23 03:38:28.023842,64489.25482019596,64469.07716745736,64423.22617752506,64463.983839165274,989,6
2026-02-23 03:43:28.023842,64514.35398594329,64604.18077568235,64471.88671522225,64564.724132721305,634,6
2026-02-23 03:48:28.023842,64577.81304587699,64638.88506635005,64575.38188681913,64590.90195903267,1828,4
2026-02-23 03:53:28.023842,64519.210506393516,64476.49996355842,64367.632137057575,64447.51905375437,929,7
2026-02-23 03:58:28.023842,64458.210275039804,64495.37081584429,64427.169459296834,64468.90149632524,2186,4
2026-02-23 04:03:28.023842,64491.91128330417,64587.992121783056,64455.63565429525,64514.9210702831,301,3
2026-02-23 04:08:28.023842,64464.28620869705,64445.29710171055,64393.31551112754,64413.651347111,1740,1
2026-02-23 04:13:28.023842,64423.20869725196,64450.34423806899,64426.47252338466,64432.76604739293,2367,1
2026-02-23 04:18:28.023842,64436.78611971564,64461.451919416155,64394.186925694245,64440.80619203835,530,8
2026-02-23 04:23:28.023842,64375.22888992682,64405.65420541534,64265.447260248286,64309.65158781529,2079,6
2026-02-23 04:28:28.023842,64331.01003717365,64406.85525186407,64300.07221792825,64352.368486532,2018,3
2026-02-23 04:33:28.023842,64385.50809568266,64499.56477516287,64347.11460915616,64418.64770483331,1618,3
2026-02-23 04:38:28.023842,64482.14622754114,64586.54206610607,64446.2858292222,64545.64475024897,1718,2
2026-02-23 04:43:28.023842,64607.566034046875,64701.20708944609,64659.4875930462,64669.487317844774,674,6
2026-02-23 04:48:28.023842,64590.04790095749,64591.713969570126,64425.12472375091,64510.60848407022,2049,7
2026-02-23 04:53:28.023842,64456.84874295258,64405.371774088126,64324.4530750048,64403.08900183494,657,4
2026-02-23 04:58:28.023842,64433.60035447614,64489.82563642422,64343.30775637599,64464.11170711734,292,7
2026-02-23 05:03:28.023842,64494.57941857878,64620.390501105474,64412.48234964702,64525.04713004022,1745,5
2026-02-23 05:08:28.023842,64555.616982973654,64634.63693638382,64492.83171408134,64586.18683590709,2157,1
2026-02-23 05:13:28.023842,64811.5654463207,65121.79003225336,64995.81813726546,65036.94405673431,1783,1
2026-02-23 05:18:28.023842,65071.02835324776,65119.03166747682,64986.41608875931,65105.112649761206,855,7
2026-02-23 05:23:28.023842,65172.37110437825,65246.660488576366,65227.67382164374,65239.62955899529,2180,4
2026-02-23 05:28:28.023842,65296.34605454936,65444.50937077702,65328.84775627132,65353.06255010343,85,6
2026-02-23 05:33:28.023842,65392.052695937804,65508.0401735513,65372.64234867881,65431.04284177217,131,8
2026-02-23 05:38:28.023842,65413.136498464344,65447.193544956855,65306.154369836215,65395.23015515651,1018,8
2026-02-23 05:43:28.023842,65440.58520469376,65570.88049831236,65447.66185760722,65485.940254231005,1600,7
2026-02-23 05:48:28.023842,65441.07760867686,65513.35707846805,65299.10083304825,65396.21496312271,836,6
2026-02-23 05:53:28.023842,65382.933286989224,65402.09512702743,65368.71377465952,65369.65161085574,2209,4
2026-02-23 05:58:28.023842,65341.76197169833,65337.94787948179,65299.561877645174,65313.872332540916,2206,8
2026-02-23 06:03:28.023842,65319.33869409187,65405.92307728641,65302.20485630904,65324.805055642835,2116,6
2026-02-23 06:08:28.023842,65461.82907893302,65625.84654552188,65517.423724951295,65598.8531022232,2359,4
2026-02-23 06:13:28.023842,65489.450544163745,65397.31649224018,65182.4582578159,65380.047986104284,53,1
2026-02-23 06:18:28.023842,65421.10850393653,65473.874165598165,65388.54116514907,65462.169021768765,1720,4
2026-02-23 06:23:28.023842,65367.94483658108,65463.58290395915,65257.216604813555,65273.72065139339,2227,6
2026-02-23 06:28:28.023842,65246.66033921295,65225.420986152996,65167.25504676496,65219.6000270325,1711,6
2026-02-23 06:33:28.023842,65284.23502429616,65391.00970108882,65306.64540788104,65348.87002155982,2227,2
2026-02-23 06:38:28.023842,65353.30437508463,65500.40517582441,65346.579346070255,65357.73872860944,1469,9
2026-02-23 06:43:28.023842,65295.05743198354,65290.66422824653,65165.83635770287,65232.37613535764,1703,8
2026-02-23 06:48:28.023842,65191.0597852998,65186.244848652896,65074.35047191495,65149.743435241966,2440,6
2026-02-23 06:53:28.023842,65190.26817625822,65344.534828417934,65163.74480115261,65230.79291727447,2217,5
2026-02-23 06:58:28.023842,65188.59439241115,65185.05052976766,65038.54185081691,65146.39586754782,206,4
2026-02-23 07:03:28.023842,65159.74141192653,65224.12630670515,65112.24696995926,65173.08695630524,1802,8
2026-02-23 07:08:28.023842,65176.41190852954,65252.513909596775,65118.10053314369,65179.736860753845,1004,6
2026-02-23 07:13:28.023842,65142.18628267278,65155.88237287495,65058.987067128415,65104.63570459172,2376,3
2026-02-23 07:18:28.023842,65231.15461102071,65465.49681430359,65269.94406865733,65357.6735174497,982,7
2026-02-23 07:23:28.023842,65395.63745426246,65457.163465276375,65389.23524742019,65433.60139107522,729,4
2026-02-23 07:28:28.023842,65315.20932207312,65260.92341154305,65184.36464684721,65196.81725307102,743,6
2026-02-23 07:33:28.023842,65208.41188784789,65274.61960646753,65044.41377731006,65220.00652262475,1338,6
2026-02-23 07:38:28.023842,65181.83553448857,65202.04091840906,65104.66610259088,65143.66454635239,1887,7
2026-02-23 07:43:28.023842,65194.332919838555,65271.87001665714,65218.16031142587,65245.00129332472,1668,8
2026-02-23 07:48:28.023842,65199.14878258736,65220.78906109175,65145.86050078448,65153.29627185001,2237,6
2026-02-23 07:53:28.023842,65147.22045984991,65211.971937377406,65032.85987557879,65141.144647849804,342,2
2026-02-23 07:58:28.023842,65171.41602227296,65261.63633996633,65193.473083042,65201.68739669612,2403,1
2026-02-23 08:03:28.023842,65253.183872430425,65352.1994422225,65198.83500794384,65304.68034816474,2318,4
2026-02-23 08:08:28.023842,65234.86167036991,65248.02259724094,65151.881728523535,65165.04299257507,1386,5
2026-02-23 08:13:28.023842,65146.08215344053,65246.19301594564,65085.66107097103,65127.121314305994,1184,5
2026-02-23 08:18:28.023842,65099.94529294119,65118.83791667317,64962.89685329157,65072.769271576384,274,9
2026-02-23 08:23:28.023842,65035.17918221936,65023.40846444119,64990.952383915544,64997.58909286235,2167,5
2026-02-23 08:28:28.023842,65101.68065531134,65225.94368684157,65196.841663234685,65205.772217760335,803,4
2026-02-23 08:33:28.023842,65230.19985276539,65257.95415578623,65230.32398984686,65254.627487770456,994,5
2026-02-23 08:38:28.023842,65181.311868576086,65229.8541743009,65045.776252348645,65107.99624938172,1375,8
2026-02-23 08:43:28.023842,65162.477003673084,65240.87564333964,65168.03689374518,65216.95775796445,599,3
2026-02-23 08:48:28.023842,65342.41115040392,65471.313131082126,65323.682168919804,65467.864542843396,529,7
2026-02-23 08:53:28.023842,65529.410975194434,65719.71240354974,65428.85507098944,65590.95740754547,1968,4
2026-02-23 08:58:28.023842,65502.0428296602,65570.52592157813,65354.442319153415,65413.12825177492,292,2
2026-02-23 09:03:28.023842,65385.28650109349,65450.32944326866,65290.57644351363,65357.444750412054,2157,8
2026-02-23 09:08:28.023842,65432.7067273956,65557.97768950819,65435.53223605628,65507.96870437914,1959,7
2026-02-23 09:13:28.023842,65466.927328098755,65475.04564161448,65368.78942813372,65425.885951818374,2351,4
2026-02-23 09:18:28.023842,65452.68473296613,65496.89371210946,65474.670756494124,65479.48351411389,2105,8
2026-02-23 09:23:28.023842,65525.82144400646,65688.52642765586,65567.69892324798,65572.15937389903,1377,7
2026-02-23 09:28:28.023842,65518.156869257524,65515.06025652745,65432.60916977789,65464.15436461602,204,8
2026-02-23 09:33:28.023842,65461.30203105764,65464.19608371674,65400.986674618034,65458.44969749925,53,3
2026-02-23 09:38:28.023842,65268.70492963344,65152.34388567418,64994.017053063595,65078.96016176762,1623,4
2026-02-23 09:43:28.023842,65019.66556719511,65041.84508719782,64954.442967272546,64960.37097262259,1278,5
2026-02-23 09:48:28.023842,64946.25741486125,64978.4386226555,64814.195424451274,64932.14385709991,1686,4
